,0,1,2,x,y,z
0,3.37807431,3.583039955,3.953067397,0.309512377,0.328292131,0.362195492
1,30.74170435,17.77680398,4.876508186,0.575741078,0.332930021,0.091328901
2,59.25588849,54.25459093,6.263815686,0.494729595,0.452973577,0.052296828
3,12.59317082,9.508839307,47.24182755,0.181604757,0.137125946,0.681269297
4,77.75063327,82.06017972,79.97913155,0.324244761,0.342216934,0.333538305
5,14.98681301,8.818726559,4.38410212,0.531642551,0.312835709,0.15552174
6,70.42212347,82.16082593,12.87087564,0.425630072,0.496578583,0.077791345
7,22.24529253,15.7051306,5.037395891,0.517478975,0.365339088,0.117181937
8,47.28405132,41.76186706,8.240791988,0.486027857,0.429265898,0.084706246
9,12.98941226,17.87562212,5.248086041,0.359686787,0.494989686,0.145323527
10,1.21922048,1.15739086,1.916734948,0.283979069,0.269577803,0.446443128
11,9.283836809,5.495363555,38.01732949,0.175841799,0.104085696,0.720072505
12,14.39326926,16.93792603,55.93402246,0.164937069,0.194097104,0.640965827
13,3.320304224,3.505811898,3.909377494,0.309282865,0.326562711,0.364154424
14,11.72335535,7.348474074,4.325444443,0.501056466,0.314073944,0.184869591
15,1.166313507,1.141791013,1.685148997,0.29207099,0.285930009,0.421999002
16,26.61153859,15.4916755,4.753480032,0.567934616,0.330618192,0.101447192
17,12.58152808,9.507231644,47.17900716,0.181636115,0.13725333,0.681110555
18,69.36423197,79.99337198,11.84367626,0.430295788,0.496232858,0.073471354
19,55.3571972,48.76412776,6.105525794,0.502211547,0.442397904,0.055390549
20,74.58179935,78.62623848,75.85393676,0.325596597,0.343253124,0.331150279
21,35.53499628,28.78806282,5.857405934,0.50633743,0.410200514,0.083462056
22,10.53329727,7.772210554,4.594994058,0.459959233,0.339390403,0.200650365
23,11.35548479,12.59732918,45.49702114,0.163506289,0.18138746,0.655106251
24,7.167306078,9.68469888,4.29904686,0.338862868,0.457882613,0.203254519
25,7.610408015,4.563308656,29.15733777,0.184132927,0.110408716,0.705458357
26,3.153346658,3.322252376,3.756946859,0.308168338,0.324675053,0.36715661
27,24.9130781,14.66647935,4.735463472,0.562181346,0.330959549,0.106859105
28,74.23675685,78.39885676,75.85290265,0.324903667,0.343119462,0.331976871
29,9.115798479,6.098721306,4.09129308,0.472178952,0.315900778,0.21192027
30,12.57234001,9.506697934,47.13330984,0.181648801,0.137355519,0.68099568
31,1.157028857,1.134630966,1.630768781,0.294977672,0.289267462,0.415754867
32,54.85084711,48.38270414,6.096497671,0.501699648,0.442538027,0.055762325
33,32.52775859,25.87800467,5.715770495,0.507282915,0.403577444,0.089139641
34,67.90846165,77.49216661,10.9960032,0.434206677,0.495484883,0.07030844
35,9.10028031,7.022707091,4.576890339,0.439629665,0.339263216,0.221107119
36,5.946173408,7.888085403,4.169284824,0.330277946,0.438140711,0.231581344
37,10.05234395,10.77307874,39.73118669,0.165999121,0.177900957,0.656099922
38,6.082432189,4.058632804,20.63066682,0.197662979,0.131894845,0.670442175
39,29.59408736,23.33190819,5.583218856,0.505802166,0.398773226,0.095424608
40,3.028166805,3.208710627,3.583828717,0.308345119,0.326729115,0.364925766
41,23.43330685,13.99493171,4.735046542,0.555775168,0.331922232,0.1123026
42,12.48926635,9.494100276,46.68135408,0.181887674,0.138267515,0.679844811
43,73.84764611,78.10928771,75.67450795,0.3244176,0.343139274,0.332443125
44,8.357164967,5.78142995,4.069845034,0.458972048,0.317513744,0.223514208
45,1.150141428,1.134258699,1.59670068,0.296344126,0.292251801,0.411404073
46,53.94845945,47.54370168,6.076427499,0.501526144,0.441984991,0.056488865
47,5.357938235,6.945869728,4.156924127,0.325498174,0.421966027,0.252535799
48,7.638443681,6.090184825,4.303178694,0.423609436,0.33774678,0.238643784
49,66.86946909,76.09397141,10.7794915,0.434943371,0.494942892,0.070113737
50,8.813568706,9.167138687,35.33827788,0.165298883,0.171930104,0.662771013
51,5.559558047,3.793449238,17.94108272,0.203690911,0.138984272,0.657324817
52,22.09189808,13.13735855,4.451490841,0.556740976,0.331076388,0.112182636
53,7.746869679,5.331306583,3.870846109,0.457068821,0.314549504,0.228381674
54,26.32357479,20.55516121,5.426627935,0.503267214,0.39298381,0.103748976
55,1.127540898,1.109390656,1.497378017,0.301940928,0.297080527,0.400978544
56,2.855051949,2.995247453,3.433946256,0.30751577,0.322616135,0.369868095
57,4.753858065,6.021579683,4.103005946,0.319513127,0.404718384,0.27576849
58,12.4414882,9.486765015,46.42203614,0.182025392,0.138796267,0.679178341
59,72.40798559,76.48390686,75.10399087,0.323255876,0.341452288,0.335291836
60,52.33653328,45.97803848,6.05805159,0.501439282,0.440518184,0.058042534
61,7.066787686,5.767918543,4.20495554,0.414725819,0.338499591,0.24677459
62,65.8701316,74.46982743,10.48012143,0.436746429,0.493765997,0.069487574
63,8.00744187,8.20171862,31.23669774,0.168770092,0.172864796,0.658365111
64,5.113865951,3.67684926,15.4528759,0.210936817,0.151662732,0.637400451
65,21.66085008,12.81779747,4.174650636,0.560388145,0.331609412,0.108002443
66,7.514352955,5.237830107,3.812413334,0.453639363,0.316206322,0.230154315
67,6.778811235,5.633270867,4.192711979,0.408244222,0.33925569,0.252500089
68,23.04868934,18.24399409,5.40726876,0.493548457,0.390664085,0.115787458
69,1.127518177,1.109388793,1.497288169,0.301944096,0.297089132,0.400966772
70,2.6230638,2.730764546,3.198807608,0.306696534,0.31928923,0.374014237
71,4.328295479,5.372607071,4.083292788,0.314004218,0.389765738,0.296230044
72,12.19549894,9.436724843,45.2750981,0.182274504,0.141041736,0.676683759
73,72.02602264,76.10628237,74.82808673,0.323044026,0.341344406,0.335611568
74,50.36465738,44.18315311,5.755960546,0.502121275,0.44049344,0.057385286
75,64.66904627,72.34646793,10.0590803,0.43970236,0.491903229,0.068394411
76,7.123225295,7.228895859,26.04636199,0.176324078,0.178939784,0.644736138
77,4.86140407,3.621349373,14.0601421,0.215651271,0.160642601,0.623706128
78,21.32660315,12.51409913,3.765807712,0.567098706,0.332764171,0.100137123
79,7.085901337,5.04257572,3.566724581,0.451469277,0.32128136,0.227249363
80,5.611112746,4.306910041,3.099128232,0.431055362,0.33086426,0.238080378
81,20.72705191,16.56923939,5.023490012,0.489772189,0.391524693,0.118703118
82,4.112373873,5.027150781,4.079495183,0.311095219,0.380296788,0.308607993
83,11.85252419,9.154112287,44.19115043,0.181793351,0.140405261,0.677801388
84,1.117127383,1.101155391,1.46901616,0.302966318,0.298634695,0.398398987
85,2.450782509,2.571316143,2.975973463,0.306421657,0.321491993,0.37208635
86,71.29957408,75.27283219,74.17788133,0.322987457,0.340986338,0.336026205
